timestamp,latitude,longitude,category,image_path,comment
2024-03-15 09:23:14,51.5074,-0.1278,graffiti,REPORTED_IMAGES/graffiti1.jpg,Large graffiti on side of building near Trafalgar Square
2024-05-22 14:37:55,51.5194,-0.1270,graffiti,REPORTED_IMAGES/graffiti2.jpg,Offensive tags on shop shutters in Soho
2024-08-09 18:12:03,51.5136,-0.1519,graffiti,REPORTED_IMAGES/graffiti3.jpg,Colorful mural without permission on Hyde Park wall
2024-01-30 11:45:29,51.5225,-0.1543,graffiti,REPORTED_IMAGES/graffiti4.jpg,Graffiti on historic building in Marylebone
2024-07-17 20:56:41,51.5007,-0.1246,graffiti,REPORTED_IMAGES/graffiti5.jpg,Political slogans spray-painted on Westminster Bridge
2024-04-03 16:30:22,51.5152,-0.0722,graffiti,REPORTED_IMAGES/graffiti6.jpg,Graffiti on railway arches near Liverpool Street
2024-10-11 08:15:37,51.5098,-0.1978,graffiti,REPORTED_IMAGES/graffiti7.jpg,Tags covering shop fronts in Notting Hill
2024-02-28 13:49:50,51.5311,-0.1281,graffiti,REPORTED_IMAGES/graffiti8.jpg,Graffiti on playground equipment in Regent's Park
2024-06-19 22:04:11,51.4994,-0.1345,graffiti,REPORTED_IMAGES/graffiti9.jpg,Large-scale graffiti on South Bank skate park
2024-09-05 10:27:33,51.5173,-0.0878,graffiti,REPORTED_IMAGES/graffiti10.jpg,Graffiti on construction hoarding in Shoreditch

2024-02-07 07:55:18,51.5180,-0.1292,garbage,REPORTED_IMAGES/garbage1.jpg,Overflowing bins on Oxford Street
2024-04-25 15:41:09,51.5128,-0.1025,garbage,REPORTED_IMAGES/garbage2.jpg,Litter scattered around Tower Bridge
2024-08-13 19:03:27,51.5033,-0.1195,garbage,REPORTED_IMAGES/garbage3.jpg,Piles of rubbish bags outside restaurants in Covent Garden
2024-11-30 12:17:44,51.5142,-0.1494,garbage,REPORTED_IMAGES/garbage4.jpg,Discarded furniture blocking pavement in Mayfair
2024-01-18 09:39:56,51.5074,-0.2384,garbage,REPORTED_IMAGES/garbage5.jpg,Overflowing public bin in Shepherd's Bush Green
2024-06-02 17:22:31,51.5015,-0.1402,garbage,REPORTED_IMAGES/garbage6.jpg,Litter left after event in St. James's Park
2024-09-28 11:08:05,51.5228,-0.1543,garbage,REPORTED_IMAGES/garbage7.jpg,Fly-tipping in alleyway off Baker Street
2024-03-11 14:50:39,51.5130,-0.0897,garbage,REPORTED_IMAGES/garbage8.jpg,Accumulation of garbage near Brick Lane market
2024-07-20 20:36:12,51.4982,-0.1494,garbage,REPORTED_IMAGES/garbage9.jpg,Overflowing commercial bins in Belgravia
2024-05-09 08:01:23,51.5311,-0.1259,garbage,REPORTED_IMAGES/garbage10.jpg,Litter problem around Camden Lock

2024-01-25 13:29:47,51.5074,-0.1278,broken_window,REPORTED_IMAGES/window1.jpg,Broken shop window on Regent Street
2024-04-18 16:55:03,51.5138,-0.0984,broken_window,REPORTED_IMAGES/window2.jpg,Smashed window at bus stop near Liverpool Street
2024-07-03 09:12:36,51.5074,-0.1424,broken_window,REPORTED_IMAGES/window3.jpg,Cracked window pane in Piccadilly Circus station
2024-10-22 18:40:59,51.5194,-0.1829,broken_window,REPORTED_IMAGES/window4.jpg,Broken window in residential building near Paddington
2024-02-11 11:07:21,51.5033,-0.1196,broken_window,REPORTED_IMAGES/window5.jpg,Vandalized storefront window in Covent Garden
2024-05-30 14:33:48,51.5110,-0.1359,broken_window,REPORTED_IMAGES/window6.jpg,Broken glass in phone booth on The Strand
2024-08-16 20:19:15,51.5173,-0.0878,broken_window,REPORTED_IMAGES/window7.jpg,Shattered window in office building in Shoreditch
2024-11-09 07:45:52,51.5152,-0.1404,broken_window,REPORTED_IMAGES/window8.jpg,Broken skylight in Carnaby Street shop
2024-03-27 12:01:39,51.5098,-0.1978,broken_window,REPORTED_IMAGES/window9.jpg,Cracked window in Notting Hill Gate tube station
2024-06-14 17:26:04,51.5074,-0.0003,broken_window,REPORTED_IMAGES/window10.jpg,Broken window in community center near Greenwich

2024-02-19 10:14:33,51.5062,-0.1746,green_spaces,REPORTED_IMAGES/green1.jpg,Overgrown vegetation in Kensington Gardens
2024-05-07 15:50:18,51.5311,-0.1590,green_spaces,REPORTED_IMAGES/green2.jpg,Damaged flower beds in Regent's Park
2024-08-25 18:36:41,51.4837,-0.1715,green_spaces,REPORTED_IMAGES/green3.jpg,Litter problem in Battersea Park
2024-11-13 09:02:57,51.5287,-0.0818,green_spaces,REPORTED_IMAGES/green4.jpg,Vandalized trees in Victoria Park
2024-01-06 13:29:24,51.4979,-0.1605,green_spaces,REPORTED_IMAGES/green5.jpg,Neglected community garden in Pimlico
2024-04-30 16:55:49,51.4417,-0.2754,green_spaces,REPORTED_IMAGES/green6.jpg,Broken playground equipment in Richmond Park
2024-07-11 11:21:12,51.5554,-0.1481,green_spaces,REPORTED_IMAGES/green7.jpg,Unauthorized campsite in Hampstead Heath
2024-10-03 14:47:36,51.4858,-0.1303,green_spaces,REPORTED_IMAGES/green8.jpg,Dying trees in Kennington Park
2024-03-22 19:13:59,51.5149,-0.0897,green_spaces,REPORTED_IMAGES/green9.jpg,Graffiti on benches in Shoreditch Park
2024-06-08 08:39:25,51.4875,-0.1687,green_spaces,REPORTED_IMAGES/green10.jpg,Poorly maintained flower garden in Chelsea Physic Garden

2024-01-14 12:05:41,51.5007,-0.1245,public_buildings,REPORTED_IMAGES/building1.jpg,Graffiti on walls of Houses of Parliament
2024-04-09 17:31:08,51.5138,-0.0984,public_buildings,REPORTED_IMAGES/building2.jpg,Broken steps at entrance of Liverpool Street Station
